doc_id,source_path,source_sha,chunk_id,chunk_index,chunk_count,doc_class,language,content,last_sync_iso
otui-ui-f0b5a8f366fc,game_battle/battle.otui,3ead5ec,otui-ui-f0b5a8f366fc_6,6,11,ui,otui,"### `BattleNPCs`

- **Klasa:** `BattleNPCs`
- **Rodzic:** `BattleIcon`
- **Właściwości:**
  - `image-source`: /images/game/battle/battle_npcs
",2025-10-09T10:29:14Z
otui-ui-f0b5a8f366fc,game_battle/battle.otui,3ead5ec,otui-ui-f0b5a8f366fc_7,7,11,ui,otui,"### `BattleMonsters`

- **Klasa:** `BattleMonsters`
- **Rodzic:** `BattleIcon`
- **Właściwości:**
  - `image-source`: /images/game/battle/battle_monsters
",2025-10-09T10:29:14Z
otui-ui-f0b5a8f366fc,game_battle/battle.otui,3ead5ec,otui-ui-f0b5a8f366fc_8,8,11,ui,otui,"### `BattleSkulls`

- **Klasa:** `BattleSkulls`
- **Rodzic:** `BattleIcon`
- **Właściwości:**
  - `image-source`: /images/game/battle/battle_skulls
",2025-10-09T10:29:14Z
otui-ui-f0b5a8f366fc,game_battle/battle.otui,3ead5ec,otui-ui-f0b5a8f366fc_9,9,11,ui,otui,"### `battlePanel`

- **Klasa:** `BattleParty`
- **Rodzic:** `BattleIcon`
- **Właściwości:**
  - `image-source`: /images/ui/arrow_vertical
  - `id`: battlePanel
  - `height`: 18
  - `icon`: /images/topbuttons/battle
  - `margin-top`: 5
  - `width`: 21
  - `type`: verticalBox
  - `spacing`: 5
  - `margin-left`: 4
  - `image-rect`: 0 0 21 12
  - `image-clip`: 21 0 21 12
  - `phantom`: false
  - `margin-right`: 1
  - `padding-right`: 5
  - `fit-children`: true
",2025-10-09T10:29:14Z
otui-ui-f0b5a8f366fc,game_battle/battle.otui,3ead5ec,otui-ui-f0b5a8f366fc_10,10,11,ui,otui,"  - `fit-children`: true

## Hierarchy Diagram

Zobacz: [../diagrams/battle.mmd](../diagrams/battle.mmd)
",2025-10-09T10:29:14Z
otui-ui-fce0fcb45257,game_buttons/buttons.otui,3ead5ec,otui-ui-fce0fcb45257_0,0,2,ui,otui,"# game_buttons/buttons.otui
",2025-10-09T10:29:14Z
otui-ui-fce0fcb45257,game_buttons/buttons.otui,3ead5ec,otui-ui-fce0fcb45257_1,1,2,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla buttons.
",2025-10-09T10:29:14Z
otui-ui-a965a9eaa3eb,game_spelllist/spelllist.otui,3ead5ec,otui-ui-a965a9eaa3eb_0,0,9,ui,otui,"# game_spelllist/spelllist.otui
",2025-10-09T10:29:14Z
otui-ui-a965a9eaa3eb,game_spelllist/spelllist.otui,3ead5ec,otui-ui-a965a9eaa3eb_1,1,9,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla spelllist.
",2025-10-09T10:29:14Z
otui-ui-a965a9eaa3eb,game_spelllist/spelllist.otui,3ead5ec,otui-ui-a965a9eaa3eb_2,2,9,ui,otui,"## Widgets

| ID | Class | Parent | Key Properties |
|----|-------|--------|----------------|
| `SpellListLabel` | `SpellListLabel` | `Label` | font=verdana-11px-monochrome, background-color=#ffffff22, text-offset=42 3 |
| `SpellInfoLabel` | `SpellInfoLabel` | `Label` | width=70, font=verdana-11px-monochrome, text-align=right |
| `SpellInfoValueLabel` | `SpellInfoValueLabel` | `Label` | text-align=left, width=190, margin-left=10 |
| `premiumBoxYes` | `FilterButton` | `Button` | size=550 400 |
",2025-10-09T10:29:14Z
otui-ui-a965a9eaa3eb,game_spelllist/spelllist.otui,3ead5ec,otui-ui-a965a9eaa3eb_3,3,9,ui,otui,"## Widget Details
",2025-10-09T10:29:14Z
otui-ui-a965a9eaa3eb,game_spelllist/spelllist.otui,3ead5ec,otui-ui-a965a9eaa3eb_4,4,9,ui,otui,"### `SpellListLabel`

- **Klasa:** `SpellListLabel`
- **Rodzic:** `Label`
- **Właściwości:**
  - `font`: verdana-11px-monochrome
  - `background-color`: #ffffff22
  - `text-offset`: 42 3
  - `focusable`: true
  - `height`: 36
  - `image-clip`: 0 0 32 32
  - `image-size`: 32 32
  - `image-offset`: 2 2
  - `image-source`: /images/game/spells/defaultspells
  - `color`: #ffffff
",2025-10-09T10:29:14Z
otui-ui-a965a9eaa3eb,game_spelllist/spelllist.otui,3ead5ec,otui-ui-a965a9eaa3eb_5,5,9,ui,otui,"
### `SpellInfoLabel`

- **Klasa:** `SpellInfoLabel`
- **Rodzic:** `Label`
- **Właściwości:**
  - `width`: 70
  - `font`: verdana-11px-monochrome
  - `text-align`: right
  - `margin-left`: 10
  - `margin-top`: 5
",2025-10-09T10:29:14Z
otui-ui-a965a9eaa3eb,game_spelllist/spelllist.otui,3ead5ec,otui-ui-a965a9eaa3eb_6,6,9,ui,otui,"
### `SpellInfoValueLabel`

- **Klasa:** `SpellInfoValueLabel`
- **Rodzic:** `Label`
- **Właściwości:**
  - `text-align`: left
  - `width`: 190
  - `margin-left`: 10
  - `margin-top`: 5
",2025-10-09T10:29:14Z
otui-ui-a965a9eaa3eb,game_spelllist/spelllist.otui,3ead5ec,otui-ui-a965a9eaa3eb_7,7,9,ui,otui,"
### `premiumBoxYes`

- **Klasa:** `FilterButton`
- **Rodzic:** `Button`
- **Właściwości:**
  - `width`: 75
  - `margin`: 5 0 0 6
  - `color`: green
  - `id`: premiumBoxYes
  - `size`: 550 400
  - `vertical-scrollbar`: spellsScrollBar
  - `margin-bottom`: 10
  - `padding`: 1
  - `focusable`: false
  - `step`: 50
  - `pixels-scroll`: true
  - `margin-top`: 3
  - `font`: verdana-11px-monochrome
  - `margin-left`: 3
",2025-10-09T10:29:14Z
otui-ui-a965a9eaa3eb,game_spelllist/spelllist.otui,3ead5ec,otui-ui-a965a9eaa3eb_8,8,9,ui,otui,"  - `margin-left`: 3

## Hierarchy Diagram

Zobacz: [../diagrams/spelllist.mmd](../diagrams/spelllist.mmd)
",2025-10-09T10:29:14Z
otui-ui-5525992e81de,game_npctrade/npctrade.otui,3ead5ec,otui-ui-5525992e81de_0,0,7,ui,otui,"# game_npctrade/npctrade.otui
",2025-10-09T10:29:14Z
otui-ui-5525992e81de,game_npctrade/npctrade.otui,3ead5ec,otui-ui-5525992e81de_1,1,7,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla npctrade.
",2025-10-09T10:29:14Z
otui-ui-5525992e81de,game_npctrade/npctrade.otui,3ead5ec,otui-ui-5525992e81de_2,2,7,ui,otui,"## Widgets

| ID | Class | Parent | Key Properties |
|----|-------|--------|----------------|
| `NPCOfferLabel` | `NPCOfferLabel` | `Label` | margin-left=5, text-auto-resize=true |
| `tradeButton` | `NPCItemBox` | `UICheckBox` | visible=false, enabled=false, size=550 360 |
",2025-10-09T10:29:14Z
otui-ui-5525992e81de,game_npctrade/npctrade.otui,3ead5ec,otui-ui-5525992e81de_3,3,7,ui,otui,"## Widget Details
",2025-10-09T10:29:14Z
otui-ui-5525992e81de,game_npctrade/npctrade.otui,3ead5ec,otui-ui-5525992e81de_4,4,7,ui,otui,"### `NPCOfferLabel`

- **Klasa:** `NPCOfferLabel`
- **Rodzic:** `Label`
- **Właściwości:**
  - `margin-left`: 5
  - `text-auto-resize`: true
",2025-10-09T10:29:14Z
otui-ui-5525992e81de,game_npctrade/npctrade.otui,3ead5ec,otui-ui-5525992e81de_5,5,7,ui,otui,"### `tradeButton`

- **Klasa:** `NPCItemBox`
- **Rodzic:** `UICheckBox`
- **Właściwości:**
  - `border-width`: 1
  - `border-color`: #000000
  - `color`: #aaaaaa88
  - `text-align`: center
  - `text-offset`: 0 30
  - `id`: tradeButton
  - `phantom`: true
  - `image-color`: #ffffff88
  - `margin-top`: 3
  - `size`: 550 360
  - `checked`: true
  - `on`: true
  - `height`: 80
  - `step`: 1
  - `pixels-scroll`: true
  - `vertical-scrollbar`: itemsPanelListScrollBar
  - `margin-left`: 5
  - `margin-r",2025-10-09T10:29:14Z
otui-ui-5525992e81de,game_npctrade/npctrade.otui,3ead5ec,otui-ui-5525992e81de_6,6,7,ui,otui,"  - `text-auto-resize`: true
  - `visible`: false

## Hierarchy Diagram

Zobacz: [../diagrams/npctrade.mmd](../diagrams/npctrade.mmd)
",2025-10-09T10:29:14Z
otui-ui-8f4921584403,client_entergame/entergame.otui,3ead5ec,otui-ui-8f4921584403_0,0,2,ui,otui,"# client_entergame/entergame.otui
",2025-10-09T10:29:14Z
otui-ui-8f4921584403,client_entergame/entergame.otui,3ead5ec,otui-ui-8f4921584403_1,1,2,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla entergame.
",2025-10-09T10:29:14Z
otui-ui-33ce14f0cec4,client_entergame/waitinglist.otui,3ead5ec,otui-ui-33ce14f0cec4_0,0,2,ui,otui,"# client_entergame/waitinglist.otui
",2025-10-09T10:29:14Z
otui-ui-33ce14f0cec4,client_entergame/waitinglist.otui,3ead5ec,otui-ui-33ce14f0cec4_1,1,2,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla waitinglist.
",2025-10-09T10:29:14Z
otui-ui-da04b7a9953b,client_entergame/characterlist.otui,3ead5ec,otui-ui-da04b7a9953b_0,0,6,ui,otui,"# client_entergame/characterlist.otui
",2025-10-09T10:29:14Z
otui-ui-da04b7a9953b,client_entergame/characterlist.otui,3ead5ec,otui-ui-da04b7a9953b_1,1,6,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla characterlist.
",2025-10-09T10:29:14Z
otui-ui-da04b7a9953b,client_entergame/characterlist.otui,3ead5ec,otui-ui-da04b7a9953b_2,2,6,ui,otui,"## Widgets

| ID | Class | Parent | Key Properties |
|----|-------|--------|----------------|
| `buttonCancel` | `CharacterWidget` | `UIWidget` | visible=false, size=350 280 |
",2025-10-09T10:29:14Z
otui-ui-da04b7a9953b,client_entergame/characterlist.otui,3ead5ec,otui-ui-da04b7a9953b_3,3,6,ui,otui,"## Widget Details
",2025-10-09T10:29:14Z
otui-ui-da04b7a9953b,client_entergame/characterlist.otui,3ead5ec,otui-ui-da04b7a9953b_4,4,6,ui,otui,"### `buttonCancel`

- **Klasa:** `CharacterWidget`
- **Rodzic:** `UIWidget`
- **Właściwości:**
  - `height`: 14
  - `background-color`: #565656
  - `id`: buttonCancel
  - `color`: #FF0000
  - `font`: verdana-11px-monochrome
  - `text-auto-resize`: true
  - `text-offset`: 2 0
  - `margin-right`: 10
  - `visible`: false
  - `size`: 350 280
  - `margin-bottom`: 10
  - `padding`: 1
  - `focusable`: false
  - `vertical-scrollbar`: characterListScrollBar
  - `auto-focus`: first
  - `step`: 14
  - `pix",2025-10-09T10:29:14Z
otui-ui-da04b7a9953b,client_entergame/characterlist.otui,3ead5ec,otui-ui-da04b7a9953b_5,5,6,ui,otui,"  - `image-color`: green

## Hierarchy Diagram

Zobacz: [../diagrams/characterlist.mmd](../diagrams/characterlist.mmd)
",2025-10-09T10:29:14Z
otui-ui-d0d9f79e3e0f,client_options/game.otui,3ead5ec,otui-ui-d0d9f79e3e0f_0,0,2,ui,otui,"# client_options/game.otui
",2025-10-09T10:29:14Z
otui-ui-d0d9f79e3e0f,client_options/game.otui,3ead5ec,otui-ui-d0d9f79e3e0f_1,1,2,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla game.
",2025-10-09T10:29:14Z
otui-ui-0c70e732dfbf,client_options/graphics.otui,3ead5ec,otui-ui-0c70e732dfbf_0,0,2,ui,otui,"# client_options/graphics.otui
",2025-10-09T10:29:14Z
otui-ui-0c70e732dfbf,client_options/graphics.otui,3ead5ec,otui-ui-0c70e732dfbf_1,1,2,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla graphics.
",2025-10-09T10:29:14Z
otui-ui-878a1188bc2d,client_options/audio.otui,3ead5ec,otui-ui-878a1188bc2d_0,0,2,ui,otui,"# client_options/audio.otui
",2025-10-09T10:29:14Z
otui-ui-878a1188bc2d,client_options/audio.otui,3ead5ec,otui-ui-878a1188bc2d_1,1,2,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla audio.
",2025-10-09T10:29:14Z
otui-ui-af5cad649245,client_options/custom.otui,3ead5ec,otui-ui-af5cad649245_0,0,2,ui,otui,"# client_options/custom.otui
",2025-10-09T10:29:14Z
otui-ui-af5cad649245,client_options/custom.otui,3ead5ec,otui-ui-af5cad649245_1,1,2,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla custom.
",2025-10-09T10:29:14Z
otui-ui-8e6a980737f2,client_options/console.otui,3ead5ec,otui-ui-8e6a980737f2_0,0,2,ui,otui,"# client_options/console.otui
",2025-10-09T10:29:14Z
otui-ui-8e6a980737f2,client_options/console.otui,3ead5ec,otui-ui-8e6a980737f2_1,1,2,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla console.
",2025-10-09T10:29:14Z
otui-ui-17e9183a4ca9,client_options/interface.otui,3ead5ec,otui-ui-17e9183a4ca9_0,0,2,ui,otui,"# client_options/interface.otui
",2025-10-09T10:29:14Z
otui-ui-17e9183a4ca9,client_options/interface.otui,3ead5ec,otui-ui-17e9183a4ca9_1,1,2,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla interface.
",2025-10-09T10:29:14Z
otui-ui-089de991213b,client_options/options.otui,3ead5ec,otui-ui-089de991213b_0,0,8,ui,otui,"# client_options/options.otui
",2025-10-09T10:29:14Z
otui-ui-089de991213b,client_options/options.otui,3ead5ec,otui-ui-089de991213b_1,1,8,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla options.
",2025-10-09T10:29:14Z
otui-ui-089de991213b,client_options/options.otui,3ead5ec,otui-ui-089de991213b_2,2,8,ui,otui,"## Widgets

| ID | Class | Parent | Key Properties |
|----|-------|--------|----------------|
| `OptionCheckBox` | `OptionCheckBox` | `CheckBox` | height=16, margin-top=2 |
| `OptionScrollbar` | `OptionScrollbar` | `HorizontalScrollBar` | step=1 |
| `optionsTabContent` | `OptionPanel` | `Panel` | size=490 360 |
",2025-10-09T10:29:14Z
otui-ui-089de991213b,client_options/options.otui,3ead5ec,otui-ui-089de991213b_3,3,8,ui,otui,"## Widget Details
",2025-10-09T10:29:14Z
otui-ui-089de991213b,client_options/options.otui,3ead5ec,otui-ui-089de991213b_4,4,8,ui,otui,"### `OptionCheckBox`

- **Klasa:** `OptionCheckBox`
- **Rodzic:** `CheckBox`
- **Właściwości:**
  - `height`: 16
  - `margin-top`: 2
",2025-10-09T10:29:14Z
otui-ui-089de991213b,client_options/options.otui,3ead5ec,otui-ui-089de991213b_5,5,8,ui,otui,"### `OptionScrollbar`

- **Klasa:** `OptionScrollbar`
- **Rodzic:** `HorizontalScrollBar`
- **Właściwości:**
  - `step`: 1
",2025-10-09T10:29:14Z
otui-ui-089de991213b,client_options/options.otui,3ead5ec,otui-ui-089de991213b_6,6,8,ui,otui,"### `optionsTabContent`

- **Klasa:** `OptionPanel`
- **Rodzic:** `Panel`
- **Właściwości:**
  - `type`: verticalBox
  - `id`: optionsTabContent
  - `size`: 490 360
  - `margin-left`: 10
  - `margin-top`: 3
  - `width`: 64
",2025-10-09T10:29:14Z
otui-ui-089de991213b,client_options/options.otui,3ead5ec,otui-ui-089de991213b_7,7,8,ui,otui,"
## Hierarchy Diagram

Zobacz: [../diagrams/options.mmd](../diagrams/options.mmd)
",2025-10-09T10:29:14Z
otui-ui-bad087d3beb7,client_feedback/feedback.otui,3ead5ec,otui-ui-bad087d3beb7_0,0,2,ui,otui,"# client_feedback/feedback.otui
",2025-10-09T10:29:14Z
otui-ui-bad087d3beb7,client_feedback/feedback.otui,3ead5ec,otui-ui-bad087d3beb7_1,1,2,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla feedback.
",2025-10-09T10:29:14Z
otui-ui-8c399d851c2b,game_skills/skills.otui,3ead5ec,otui-ui-8c399d851c2b_0,0,11,ui,otui,"# game_skills/skills.otui
",2025-10-09T10:29:14Z
otui-ui-8c399d851c2b,game_skills/skills.otui,3ead5ec,otui-ui-8c399d851c2b_1,1,11,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla skills.
",2025-10-09T10:29:14Z
otui-ui-8c399d851c2b,game_skills/skills.otui,3ead5ec,otui-ui-8c399d851c2b_2,2,11,ui,otui,"## Widgets

| ID | Class | Parent | Key Properties |
|----|-------|--------|----------------|
| `SkillFirstWidget` | `SkillFirstWidget` | `UIWidget` | height=21, margin-bottom=2 |
| `SkillButton` | `SkillButton` | `UIButton` | height=21, margin-bottom=2 |
| `SmallSkillButton` | `SmallSkillButton` | `SkillButton` | height=14 |
| `SkillNameLabel` | `SkillNameLabel` | `GameLabel` | font=verdana-11px-monochrome |
| `value` | `SkillValueLabel` | `GameLabel` | id=value, font=verdana-11px-monochrome, t",2025-10-09T10:29:14Z
otui-ui-8c399d851c2b,game_skills/skills.otui,3ead5ec,otui-ui-8c399d851c2b_3,3,11,ui,otui,"
## Widget Details
",2025-10-09T10:29:14Z
otui-ui-8c399d851c2b,game_skills/skills.otui,3ead5ec,otui-ui-8c399d851c2b_4,4,11,ui,otui,"### `SkillFirstWidget`

- **Klasa:** `SkillFirstWidget`
- **Rodzic:** `UIWidget`
- **Właściwości:**
  - `height`: 21
  - `margin-bottom`: 2
",2025-10-09T10:29:14Z
otui-ui-8c399d851c2b,game_skills/skills.otui,3ead5ec,otui-ui-8c399d851c2b_5,5,11,ui,otui,"### `SkillButton`

- **Klasa:** `SkillButton`
- **Rodzic:** `UIButton`
- **Właściwości:**
  - `height`: 21
  - `margin-bottom`: 2
",2025-10-09T10:29:14Z
otui-ui-8c399d851c2b,game_skills/skills.otui,3ead5ec,otui-ui-8c399d851c2b_6,6,11,ui,otui,"### `SmallSkillButton`

- **Klasa:** `SmallSkillButton`
- **Rodzic:** `SkillButton`
- **Właściwości:**
  - `height`: 14
",2025-10-09T10:29:14Z
otui-ui-8c399d851c2b,game_skills/skills.otui,3ead5ec,otui-ui-8c399d851c2b_7,7,11,ui,otui,"### `SkillNameLabel`

- **Klasa:** `SkillNameLabel`
- **Rodzic:** `GameLabel`
- **Właściwości:**
  - `font`: verdana-11px-monochrome
",2025-10-09T10:29:14Z
otui-ui-8c399d851c2b,game_skills/skills.otui,3ead5ec,otui-ui-8c399d851c2b_8,8,11,ui,otui,"### `value`

- **Klasa:** `SkillValueLabel`
- **Rodzic:** `GameLabel`
- **Właściwości:**
  - `id`: value
  - `font`: verdana-11px-monochrome
  - `text-align`: topright
",2025-10-09T10:29:14Z
otui-ui-8c399d851c2b,game_skills/skills.otui,3ead5ec,otui-ui-8c399d851c2b_9,9,11,ui,otui,"### `skillId12`

- **Klasa:** `SkillPercentPanel`
- **Rodzic:** `ProgressBar`
- **Właściwości:**
  - `id`: skillId12
  - `background-color`: red
  - `height`: 15
  - `margin-top`: 5
  - `phantom`: false
  - `icon`: /images/topbuttons/skills
  - `padding-left`: 5
  - `padding-right`: 5
  - `layout`: verticalBox
",2025-10-09T10:29:14Z
otui-ui-8c399d851c2b,game_skills/skills.otui,3ead5ec,otui-ui-8c399d851c2b_10,10,11,ui,otui,"
## Hierarchy Diagram

Zobacz: [../diagrams/skills.mmd](../diagrams/skills.mmd)
",2025-10-09T10:29:14Z
otui-ui-71e22a3ef856,game_console/communicationwindow.otui,3ead5ec,otui-ui-71e22a3ef856_0,0,7,ui,otui,"# game_console/communicationwindow.otui
",2025-10-09T10:29:14Z
otui-ui-71e22a3ef856,game_console/communicationwindow.otui,3ead5ec,otui-ui-71e22a3ef856_1,1,7,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla communicationwindow.
",2025-10-09T10:29:14Z
otui-ui-71e22a3ef856,game_console/communicationwindow.otui,3ead5ec,otui-ui-71e22a3ef856_2,2,7,ui,otui,"## Widgets

| ID | Class | Parent | Key Properties |
|----|-------|--------|----------------|
| `IgnoreListLabel` | `IgnoreListLabel` | `Label` | font=verdana-11px-monochrome, background-color=#ffffff22, text-offset=2 0 |
| `whiteListScrollBar` | `WhiteListLabel` | `Label` | size=160 30 |
",2025-10-09T10:29:14Z
otui-ui-71e22a3ef856,game_console/communicationwindow.otui,3ead5ec,otui-ui-71e22a3ef856_3,3,7,ui,otui,"## Widget Details
",2025-10-09T10:29:14Z
otui-ui-71e22a3ef856,game_console/communicationwindow.otui,3ead5ec,otui-ui-71e22a3ef856_4,4,7,ui,otui,"### `IgnoreListLabel`

- **Klasa:** `IgnoreListLabel`
- **Rodzic:** `Label`
- **Właściwości:**
  - `font`: verdana-11px-monochrome
  - `background-color`: #ffffff22
  - `text-offset`: 2 0
  - `focusable`: true
  - `phantom`: false
  - `color`: #ffffff
",2025-10-09T10:29:14Z
otui-ui-71e22a3ef856,game_console/communicationwindow.otui,3ead5ec,otui-ui-71e22a3ef856_5,5,7,ui,otui,"
### `whiteListScrollBar`

- **Klasa:** `WhiteListLabel`
- **Rodzic:** `Label`
- **Właściwości:**
  - `font`: verdana-11px-monochrome
  - `background-color`: #ffffff22
  - `text-offset`: 2 0
  - `focusable`: false
  - `phantom`: false
  - `color`: #ffffff
  - `id`: whiteListScrollBar
  - `size`: 160 30
  - `width`: 75
  - `margin-top`: 5
  - `vertical-scrollbar`: whiteListScrollBar
  - `height`: 30
  - `margin-bottom`: 10
  - `padding`: 1
  - `margin-left`: 10
  - `step`: 14
  - `pixels-scroll`:",2025-10-09T10:29:14Z
otui-ui-71e22a3ef856,game_console/communicationwindow.otui,3ead5ec,otui-ui-71e22a3ef856_6,6,7,ui,otui,"  - `pixels-scroll`: true

## Hierarchy Diagram

Zobacz: [../diagrams/communicationwindow.mmd](../diagrams/communicationwindow.mmd)
",2025-10-09T10:29:14Z
otui-ui-20e660b67ecb,game_console/console.otui,3ead5ec,otui-ui-20e660b67ecb_0,0,2,ui,otui,"# game_console/console.otui
",2025-10-09T10:29:14Z
otui-ui-20e660b67ecb,game_console/console.otui,3ead5ec,otui-ui-20e660b67ecb_1,1,2,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla console.
",2025-10-09T10:29:14Z
otui-ui-2add219a50f0,game_console/violationwindow.otui,3ead5ec,otui-ui-2add219a50f0_0,0,2,ui,otui,"# game_console/violationwindow.otui
",2025-10-09T10:29:14Z
otui-ui-2add219a50f0,game_console/violationwindow.otui,3ead5ec,otui-ui-2add219a50f0_1,1,2,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla violationwindow.
",2025-10-09T10:29:14Z
otui-ui-5526a86f3f81,game_console/channelswindow.otui,3ead5ec,otui-ui-5526a86f3f81_0,0,6,ui,otui,"# game_console/channelswindow.otui
",2025-10-09T10:29:14Z
otui-ui-5526a86f3f81,game_console/channelswindow.otui,3ead5ec,otui-ui-5526a86f3f81_1,1,6,ui,otui,"## Overview

Plik OTUI definiujący interfejs użytkownika dla channelswindow.
",2025-10-09T10:29:14Z
otui-ui-5526a86f3f81,game_console/channelswindow.otui,3ead5ec,otui-ui-5526a86f3f81_2,2,6,ui,otui,"## Widgets

| ID | Class | Parent | Key Properties |
|----|-------|--------|----------------|
| `channelsScrollBar` | `ChannelListLabel` | `Label` | size=250 238 |
",2025-10-09T10:29:14Z
otui-ui-5526a86f3f81,game_console/channelswindow.otui,3ead5ec,otui-ui-5526a86f3f81_3,3,6,ui,otui,"## Widget Details
",2025-10-09T10:29:14Z
otui-ui-5526a86f3f81,game_console/channelswindow.otui,3ead5ec,otui-ui-5526a86f3f81_4,4,6,ui,otui,"### `channelsScrollBar`

- **Klasa:** `ChannelListLabel`
- **Rodzic:** `Label`
- **Właściwości:**
  - `font`: verdana-11px-monochrome
  - `background-color`: #ffffff22
  - `text-offset`: 2 0
  - `focusable`: false
  - `color`: #ffffff
  - `id`: channelsScrollBar
  - `size`: 250 238
  - `vertical-scrollbar`: channelsScrollBar
  - `margin-bottom`: 10
  - `padding`: 1
  - `text-align`: center
  - `width`: 64
  - `margin-right`: 10
  - `step`: 14
  - `pixels-scroll`: true
",2025-10-09T10:29:14Z
otui-ui-5526a86f3f81,game_console/channelswindow.otui,3ead5ec,otui-ui-5526a86f3f81_5,5,6,ui,otui,"  - `pixels-scroll`: true

## Hierarchy Diagram

Zobacz: [../diagrams/channelswindow.mmd](../diagrams/channelswindow.mmd)
",2025-10-09T10:29:14Z
