file,function,args
modules/corelib/struct.lua,Struct.unpack,"format, stream"
modules/corelib/table.lua,table.clear,t
modules/corelib/table.lua,table.collect,"t, func"
modules/corelib/table.lua,table.compare,"t, other"
modules/corelib/table.lua,table.contains,"t, value, lowercase"
modules/corelib/table.lua,table.copy,t
modules/corelib/table.lua,table.decodeStringPairList,l
modules/corelib/table.lua,table.dump,"t, depth"
modules/corelib/table.lua,table.empty,t
modules/corelib/table.lua,table.encodeStringPairList,t
modules/corelib/table.lua,table.equal,"t1,t2,ignore_mt"
modules/corelib/table.lua,table.equals,"t, comp"
modules/corelib/table.lua,table.find,"t, value, lowercase"
modules/corelib/table.lua,table.findbyfield,"t, fieldname, fieldvalue"
modules/corelib/table.lua,table.findbykey,"t, key, lowercase"
modules/corelib/table.lua,table.findkey,"t, key"
modules/corelib/table.lua,table.haskey,"t, key"
modules/corelib/table.lua,table.isList,t
modules/corelib/table.lua,table.isStringList,t
modules/corelib/table.lua,table.isStringPairList,t
modules/corelib/table.lua,table.merge,"t, src"
modules/corelib/table.lua,table.permute,"t, n, count"
modules/corelib/table.lua,table.popvalue,value
modules/corelib/table.lua,table.recursivecopy,t
modules/corelib/table.lua,table.removevalue,"t, value"
modules/corelib/table.lua,table.selectivecopy,"t, keys"
modules/corelib/table.lua,table.size,t
modules/corelib/table.lua,table.tostring,t
modules/corelib/ui/effects.lua,g_effects.cancelFade,widget
modules/corelib/ui/effects.lua,g_effects.fadeIn,"widget, time, elapsed"
modules/corelib/ui/effects.lua,g_effects.fadeOut,"widget, time, elapsed"
modules/corelib/ui/effects.lua,g_effects.startBlink,"widget, duration, interval, clickCancel"
modules/corelib/ui/effects.lua,g_effects.stopBlink,widget
modules/corelib/ui/tooltip.lua,UIWidget:getTooltip,
modules/corelib/ui/tooltip.lua,UIWidget:removeTooltip,
modules/corelib/ui/tooltip.lua,UIWidget:setTooltip,text
modules/corelib/ui/tooltip.lua,g_tooltip.display,text
modules/corelib/ui/tooltip.lua,g_tooltip.hide,
modules/corelib/ui/tooltip.lua,g_tooltip.init,
modules/corelib/ui/tooltip.lua,g_tooltip.terminate,
modules/corelib/ui/tooltip.lua,moveToolTip,first
modules/corelib/ui/tooltip.lua,onWidgetHoverChange,"widget, hovered"
modules/corelib/ui/tooltip.lua,onWidgetStyleApply,"widget, styleName, styleNode"
modules/corelib/ui/uibutton.lua,UIButton.create,
modules/corelib/ui/uibutton.lua,UIButton:onMouseRelease,"pos, button"
modules/corelib/ui/uicheckbox.lua,UICheckBox.create,
modules/corelib/ui/uicheckbox.lua,UICheckBox:onClick,
modules/corelib/ui/uicombobox.lua,UIComboBox.create,
modules/corelib/ui/uicombobox.lua,UIComboBox:addOption,"text, data"
modules/corelib/ui/uicombobox.lua,UIComboBox:canMouseScroll,
modules/corelib/ui/uicombobox.lua,UIComboBox:clear,
modules/corelib/ui/uicombobox.lua,UIComboBox:clearOptions,
modules/corelib/ui/uicombobox.lua,UIComboBox:getCurrentOption,
modules/corelib/ui/uicombobox.lua,UIComboBox:getOptionsCount,
modules/corelib/ui/uicombobox.lua,UIComboBox:isOption,text
modules/corelib/ui/uicombobox.lua,UIComboBox:onMousePress,"mousePos, mouseButton"
modules/corelib/ui/uicombobox.lua,UIComboBox:onMouseWheel,"mousePos, direction"
modules/corelib/ui/uicombobox.lua,UIComboBox:onStyleApply,"styleName, styleNode"
modules/corelib/ui/uicombobox.lua,UIComboBox:removeOption,text
modules/corelib/ui/uicombobox.lua,UIComboBox:setCurrentIndex,"index, dontSignal"
modules/corelib/ui/uicombobox.lua,UIComboBox:setCurrentOption,"text, dontSignal"
modules/corelib/ui/uicombobox.lua,UIComboBox:setCurrentOptionByData,"data, dontSignal"
modules/corelib/ui/uicombobox.lua,UIComboBox:setMouseScroll,scroll
modules/corelib/ui/uicombobox.lua,UIComboBox:setOption,"text, dontSignal"
modules/corelib/ui/uicombobox.lua,UIComboBox:updateCurrentOption,newText
modules/corelib/ui/uiimageview.lua,UIImageView.create,
modules/corelib/ui/uiimageview.lua,UIImageView:center,
modules/corelib/ui/uiimageview.lua,UIImageView:getDefaultZoom,
modules/corelib/ui/uiimageview.lua,UIImageView:getImagePosition,"x, y"
modules/corelib/ui/uiimageview.lua,UIImageView:move,"x, y, centerX, centerY"
modules/corelib/ui/uiimageview.lua,UIImageView:onDragEnter,pos
modules/corelib/ui/uiimageview.lua,UIImageView:onDragLeave,"widget, pos"
modules/corelib/ui/uiimageview.lua,UIImageView:onDragMove,"pos, moved"
modules/corelib/ui/uiimageview.lua,UIImageView:onMouseWheel,"mousePos, direction"
modules/corelib/ui/uiimageview.lua,UIImageView:setImage,image
modules/corelib/ui/uiimageview.lua,UIImageView:setZoom,"zoom, x, y"
modules/corelib/ui/uiimageview.lua,UIImageView:zoomIn,"x, y"
modules/corelib/ui/uiimageview.lua,UIImageView:zoomOut,"x, y"
modules/corelib/ui/uiinputbox.lua,UIInputBox.create,"title, okCallback, cancelCallback"
modules/corelib/ui/uiinputbox.lua,UIInputBox:addCheckBox,"text, checked"
modules/corelib/ui/uiinputbox.lua,UIInputBox:addComboBox,"labelText, ..."
modules/corelib/ui/uiinputbox.lua,UIInputBox:addLabel,text
modules/corelib/ui/uiinputbox.lua,UIInputBox:addLineEdit,"labelText, defaultText, maxLength"
modules/corelib/ui/uiinputbox.lua,UIInputBox:addSpinBox,"labelText, minimum, maximum, value, step"
modules/corelib/ui/uiinputbox.lua,UIInputBox:addTextEdit,"labelText, defaultText, maxLength, visibleLines"
modules/corelib/ui/uiinputbox.lua,UIInputBox:display,"okButtonText, cancelButtonText"
modules/corelib/ui/uiinputbox.lua,displayNumberInputBox,"title, label, okCallback, cancelCallback, min, max, value, step"
modules/corelib/ui/uiinputbox.lua,displayTextInputBox,"title, label, okCallback, cancelCallback"
modules/corelib/ui/uilabel.lua,UILabel.create,
modules/corelib/ui/uimessagebox.lua,UIMessageBox.display,"title, message, buttons, onEnterCallback, onEscapeCallback"
modules/corelib/ui/uimessagebox.lua,UIMessageBox:addButton,"text, callback"
modules/corelib/ui/uimessagebox.lua,UIMessageBox:cancel,
modules/corelib/ui/uimessagebox.lua,UIMessageBox:ok,
modules/corelib/ui/uimessagebox.lua,displayCancelBox,"title, message"
modules/corelib/ui/uimessagebox.lua,displayErrorBox,"title, message"
modules/corelib/ui/uimessagebox.lua,displayGeneralBox,"title, message, buttons, onEnterCallback, onEscapeCallback"
modules/corelib/ui/uimessagebox.lua,displayInfoBox,"title, message"
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow.create,
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:clearSettings,
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:close,dontSave
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:disableResize,
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:enableResize,
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:eraseSettings,data
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:fitOnParent,
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:getMaximumHeight,
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:getMinimumHeight,
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:getSettings,name
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:isResizeable,
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:lock,dontSave
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:maximize,dontSave
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:minimize,dontSave
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:onDragEnter,mousePos
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:onDragLeave,"droppedWidget, mousePos"
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:onDragMove,"mousePos, mouseMoved"
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:onFocusChange,focused
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:onHeightChange,height
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:onMousePress,
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:onVisibilityChange,visible
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:open,dontSave
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:saveParent,parent
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:saveParentIndex,"parentId, index"
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:saveParentPosition,"parentId, position"
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:setContentHeight,height
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:setContentMaximumHeight,height
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:setContentMinimumHeight,height
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:setHeight,height
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:setParent,"parent, dontsave"
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:setSettings,data
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:setup,
modules/corelib/ui/uiminiwindow.lua,UIMiniWindow:unlock,dontSave
modules/corelib/ui/uiminiwindowcontainer.lua,UIMiniWindowContainer.create,
modules/corelib/ui/uiminiwindowcontainer.lua,UIMiniWindowContainer:fitAll,noRemoveChild
modules/corelib/ui/uiminiwindowcontainer.lua,UIMiniWindowContainer:moveTo,newPanel
modules/corelib/ui/uiminiwindowcontainer.lua,UIMiniWindowContainer:onDrop,"widget, mousePos"
modules/corelib/ui/uiminiwindowcontainer.lua,UIMiniWindowContainer:onGeometryChange,
modules/corelib/ui/uiminiwindowcontainer.lua,UIMiniWindowContainer:order,
modules/corelib/ui/uiminiwindowcontainer.lua,UIMiniWindowContainer:saveChildren,
modules/corelib/ui/uiminiwindowcontainer.lua,UIMiniWindowContainer:scheduleInsert,"widget, index"
modules/corelib/ui/uiminiwindowcontainer.lua,UIMiniWindowContainer:swapInsert,"widget, index"
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar.create,
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar:addTab,"text, panel, menuCallback"
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar:blinkTab,tab
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar:clearTabs,
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar:getCurrentTab,
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar:getCurrentTabPanel,
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar:getTab,text
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar:getTabPanel,tab
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar:moveTab,"tab, units"
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar:onDestroy,
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar:onStyleApply,"styleName, styleNode"
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar:removeTab,tab
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar:selectNextTab,
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar:selectPrevTab,
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar:selectTab,tab
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar:setContentWidget,widget
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar:setNavigation,"prevButton, nextButton"
modules/corelib/ui/uimovabletabbar.lua,UIMoveableTabBar:setTabSpacing,tabSpacing
modules/corelib/ui/uimovabletabbar.lua,getMaxMargin,"tabBar, tab"
modules/corelib/ui/uimovabletabbar.lua,hideTabs,"tabBar, fromBack, toArray, width"
modules/corelib/ui/uimovabletabbar.lua,onTabClick,tab
modules/corelib/ui/uimovabletabbar.lua,onTabDragEnter,"tab, mousePos"
